order_name,family_name,subfamily_name,genus_name,species_name,sp_suffix
Diptera,Tipulidae,Tipulinae,Tipula,Tipula arctica,arctica
Diptera,Chironomidae,Orthocladiinae,Limnophyes,Limnophyes ninae,ninae
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona denudata,denudata
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona tornensis,tornensis
Diptera,Chironomidae,Orthocladiinae,Limnophyes,Limnophyes minimus,minimus
Diptera,Chironomidae,Orthocladiinae,Corynoneura,Corynoneura scutellata,scutellata
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius roussellae,roussellae
Diptera,Chironomidae,Orthocladiinae,Prosmittia,Prosmittia jemtlandica,jemtlandica
Diptera,Chironomidae,Orthocladiinae,Metriocnemus,Metriocnemus ursinus,ursinus
Diptera,Chironomidae,Chironominae,Tanytarsus,Tanytarsus anderseni,anderseni
Diptera,Chironomidae,Orthocladiinae,Smittia,Smittia edwardsi,edwardsi
Diptera,Chironomidae,Tanypodinae,Procladius,Procladius dentus,dentus
Diptera,Chironomidae,Orthocladiinae,Oliveridia,Oliveridia tricornis,tricornis
Diptera,Phoridae,Metopininae,Megaselia,Megaselia cirriventris,cirriventris
Diptera,Chironomidae,Tanypodinae,Procladius,Procladius cf. crassinervis,cf. crassinervis
Diptera,Chironomidae,Orthocladiinae,Heterotrissocladius,Heterotrissocladius oliveri,oliveri
Lepidoptera,Pyralidae,Phycitinae,Pyla,Pyla fusca,fusca
Diptera,Chironomidae,Chironominae,Paratanytarsus,Paratanytarsus austriacus,austriacus
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius consobrinus,consobrinus
Diptera,Chironomidae,Diamesinae,Diamesa,Diamesa bohemani,bohemani
Diptera,Scathophagidae,Scathophaginae,Scathophaga,Scathophaga furcata,furcata
Diptera,Chironomidae,Orthocladiinae,Chaetocladius,Chaetocladius holmgreni,holmgreni
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius decoratus,decoratus
Diptera,Chironomidae,Orthocladiinae,Smittia,Smittia longicosta,longicosta
Hymenoptera,Ichneumonidae,Orthocentrinae,Stenomacrus,Stenomacrus micropennis,micropennis
Diptera,Scathophagidae,Scathophaginae,Scathophaga,Scathophaga litorea,litorea
Diptera,Sphaeroceridae,Copromyzinae,Norrbomia,Norrbomia fumipennis,fumipennis
Diptera,Mycetophilidae,Mycetophilinae,Exechia,Exechia frigida,frigida
Diptera,Mycetophilidae,Mycetophilinae,Phronia,Phronia egregia,egregia
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona dorsata,dorsata
Diptera,Mycetophilidae,Mycetophilinae,Rymosia,Rymosia lacki,lacki
Diptera,Chironomidae,Orthocladiinae,Metriocnemus,Metriocnemus eurynotus,eurynotus
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona megastoma,megastoma
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius telochaetus,telochaetus
Diptera,Chironomidae,Orthocladiinae,Cricotopus,Cricotopus glacialis,glacialis
Diptera,Chironomidae,Chironominae,Micropsectra,Micropsectra radialis,radialis
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius nitidoscutellatus,nitidoscutellatus
Diptera,Chironomidae,Diamesinae,Diamesa,Diamesa aberrata,aberrata
Diptera,Chironomidae,Tanypodinae,Procladius,Procladius crassinervis,crassinervis
Diptera,Chironomidae,Orthocladiinae,Psectrocladius,Psectrocladius oxyura,oxyura
Diptera,Chironomidae,Chironominae,Micropsectra,Micropsectra insignilobus,insignilobus
Diptera,Culicidae,Culicinae,Aedes,Aedes nigripes,nigripes
Diptera,Chironomidae,Diamesinae,Diamesa,Diamesa bertrami,bertrami
Diptera,Chironomidae,Orthocladiinae,Chaetocladius,Chaetocladius incertus,incertus
Diptera,Chironomidae,Diamesinae,Diamesa,Diamesa arctica,arctica
Hymenoptera,Figitidae,Charipinae,Alloxysta,Alloxysta proxima,proxima
Diptera,Mycetophilidae,Mycetophilinae,Rymosia,Rymosia placida,placida
Diptera,Chironomidae,Orthocladiinae,Corynoneura,Corynoneura arctica,arctica
Diptera,Chironomidae,Orthocladiinae,Limnophyes,Limnophyes asquamatus,asquamatus
Diptera,Anthomyiidae,Pegomyinae,Eutrichota,Eutrichota tunicata,tunicata
Diptera,Chironomidae,Chironominae,Dicrotendipes,Dicrotendipes modestus,modestus
Diptera,Chironomidae,Orthocladiinae,Parakiefferiella,Parakiefferiella scandica,scandica
Diptera,Scathophagidae,Scathophaginae,Gimnomera,Gimnomera tibialis,tibialis
Diptera,Tipulidae,Tipulinae,Tipula,Tipula diflava,diflava
Lepidoptera,Tortricidae,Olethreutinae,Apotomis,Apotomis capreana,capreana
Lepidoptera,Tortricidae,Olethreutinae,Gypsonoma,Gypsonoma parryana,parryana
Lepidoptera,Tortricidae,Olethreutinae,Olethreutes,Olethreutes mengelana,mengelana
Lepidoptera,Pterophoridae,Pterophorinae,Paraplatyptilia,Paraplatyptilia petrodactylus,petrodactylus
Lepidoptera,Plutellidae,Plutellinae,Plutella,Plutella hyperboreella,hyperboreella
Lepidoptera,Tortricidae,Olethreutinae,Grapholita,Grapholita aureolana,aureolana
Hymenoptera,Ichneumonidae,Cryptinae,Parmortha,Parmortha pleuralis,pleuralis
Diptera,Anthomyiidae,Anthomyiinae,Zaphne,Zaphne barbiventris,barbiventris
Hymenoptera,Tenthredinidae,Nematinae,Hemichroa,Hemichroa crocea,crocea
Hymenoptera,Ichneumonidae,Pimplinae,Delomerista,Delomerista laevis,laevis
Diptera,Anthomyiidae,Anthomyiinae,Egle,Egle parvaeformis,parvaeformis
Diptera,Brachystomatidae,Trichopezinae,Heleodromia,Heleodromia pullata,pullata
Diptera,Empididae,Empidinae,Rhamphomyia,Rhamphomyia hoeli,hoeli
Diptera,Tipulidae,Tipulinae,Tipula,Tipula hewitti,hewitti
Diptera,Scathophagidae,Scathophaginae,Gonarcticus,Gonarcticus arcticus,arcticus
Coleoptera,Carabidae,Harpalinae,Pterostichus,Pterostichus barryorum,barryorum
Hymenoptera,Ichneumonidae,Cryptinae,Atractodes,Atractodes alpestris,alpestris
Diptera,Syrphidae,Eristalinae,Helophilus,Helophilus lapponicus,lapponicus
Diptera,Phoridae,Metopininae,Megaselia,Megaselia diversa,diversa
Diptera,Chironomidae,Chironominae,Paratanytarsus,Paratanytarsus laccophilus,laccophilus
Diptera,Chironomidae,Tanypodinae,Procladius,Procladius cf. flavifrons,cf. flavifrons
Lepidoptera,Plutellidae,Plutellinae,Plutella,Plutella xylostella,xylostella
Lepidoptera,Nymphalidae,Heliconiinae,Boloria,Boloria chariclea,chariclea
Lepidoptera,Nymphalidae,Heliconiinae,Boloria,Boloria polaris,polaris
Lepidoptera,Pieridae,Coliadinae,Colias,Colias hecla,hecla
Diptera,Culicidae,Culicinae,Aedes,Aedes impiger,impiger
Lepidoptera,Noctuidae,Noctuinae,Apamea,Apamea zeta,zeta
Lepidoptera,Noctuidae,Oncocnemidinae,Sympistis,Sympistis zetterstedtii,zetterstedtii
Lepidoptera,Noctuidae,Noctuinae,Polia,Polia richardsoni,richardsoni
Diptera,Calliphoridae,Calliphorinae,Cynomya,Cynomya cadaverina,cadaverina
Diptera,Calliphoridae,Calliphorinae,Cynomya,Cynomya mortuorum,mortuorum
Diptera,Chironomidae,Diamesinae,Diamesa,Diamesa incallida,incallida
Diptera,Syrphidae,Eristalinae,Helophilus,Helophilus groenlandicus,groenlandicus
Diptera,Syrphidae,Syrphinae,Eupeodes,Eupeodes rufipunctatus,rufipunctatus
Diptera,Syrphidae,Syrphinae,Eupeodes,Eupeodes punctifer,punctifer
Lepidoptera,Tortricidae,Olethreutinae,Olethreutes,Olethreutes inquietana,inquietana
Lepidoptera,Tortricidae,Olethreutinae,Argyroploce,Argyroploce aquilonana,aquilonana
Diptera,Chironomidae,Chironominae,Chironomus,Chironomus cf. saxatilis,cf. saxatilis
Diptera,Chironomidae,Chironominae,Chironomus,Chironomus hyperboreus,hyperboreus
Diptera,Syrphidae,Syrphinae,Parasyrphus,Parasyrphus tarsatus,tarsatus
Diptera,Muscidae,Coenosiinae,Limnophora,Limnophora groenlandica,groenlandica
Diptera,Tipulidae,Tipulinae,Nephrotoma,Nephrotoma lundbecki,lundbecki
Lepidoptera,Geometridae,Larentiinae,Entephria,Entephria kidluitata,kidluitata
Diptera,Calliphoridae,Chrysomyinae,Protophormia,Protophormia terraenovae,terraenovae
Hymenoptera,Ichneumonidae,Diplazontinae,Diplazon,Diplazon hyperboreus,hyperboreus
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius subletteorum,subletteorum
Diptera,Chironomidae,Orthocladiinae,Psectrocladius,Psectrocladius barbimanus,barbimanus
Diptera,Chironomidae,Orthocladiinae,Psectrocladius,Psectrocladius sokolovae,sokolovae
Hymenoptera,Ichneumonidae,Ichneumoninae,Ichneumon,Ichneumon discoensis,discoensis
Lepidoptera,Noctuidae,Plusiinae,Syngrapha,Syngrapha parilis,parilis
Diptera,Muscidae,Azeliinae,Drymeia,Drymeia segnis,segnis
Hymenoptera,Ichneumonidae,Ichneumoninae,Aoplus,Aoplus groenlandicus,groenlandicus
Lepidoptera,Erebidae,Lymantriinae,Gynaephora,Gynaephora groenlandica,groenlandica
Hymenoptera,Braconidae,Aphidiinae,Praon,Praon volucre,volucre
Diptera,Limoniidae,Chioneinae,Symplecta,Symplecta scotica,scotica
Thysanoptera,Thripidae,Thripinae,Thrips,Thrips vulgatissimus,vulgatissimus
Diptera,Chironomidae,Orthocladiinae,Hydrosmittia,Hydrosmittia oxoniana,oxoniana
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona micans,micans
Diptera,Anthomyiidae,Anthomyiinae,Zaphne,Zaphne frontata,frontata
Diptera,Anthomyiidae,Anthomyiinae,Zaphne,Zaphne tundrica,tundrica
Diptera,Anthomyiidae,Anthomyiinae,Fucellia,Fucellia ariciiformis,ariciiformis
Diptera,Anthomyiidae,Anthomyiinae,Fucellia,Fucellia nr. ariciiformis,nr. ariciiformis
Diptera,Anthomyiidae,Anthomyiinae,Zaphne,Zaphne divisa,divisa
Diptera,Anthomyiidae,Pegomyinae,Pegomya,Pegomya icterica,icterica
Diptera,Mycetophilidae,Sciophilinae,Sciophila,Sciophila hirta,hirta
Diptera,Chironomidae,Tanypodinae,Procladius,Procladius paragretis,paragretis
Hymenoptera,Ichneumonidae,Pimplinae,Pimpla,Pimpla sodalis,sodalis
Hymenoptera,Ichneumonidae,Campopleginae,Campoletis,Campoletis horstmanni,horstmanni
Hymenoptera,Ichneumonidae,Cremastinae,Cremastus,Cremastus tenebrosus,tenebrosus
Hymenoptera,Ichneumonidae,Ichneumoninae,Coelichneumonops,Coelichneumonops occidentalis,occidentalis
Hymenoptera,Ichneumonidae,Diplazontinae,Syrphoctonus,Syrphoctonus nigritarsus,nigritarsus
Hymenoptera,Ichneumonidae,Cryptinae,Gelis,Gelis maesticolor,maesticolor
Hymenoptera,Ichneumonidae,Cryptinae,Bathythrix,Bathythrix longiceps,longiceps
Hymenoptera,Ichneumonidae,Cryptinae,Cryptus,Cryptus leechi,leechi
Coleoptera,Coccinellidae,Coccinellinae,Coccinella,Coccinella transversoguttata,transversoguttata
Hymenoptera,Braconidae,Aphidiinae,Praon,Praon brevistigma,brevistigma
Diptera,Muscidae,Phaoniinae,Lophosceles,Lophosceles minimus,minimus
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius gelidorum,gelidorum
Diptera,Chironomidae,Orthocladiinae,Cricotopus,Cricotopus cf. tibialis,cf. tibialis
Hymenoptera,Ichneumonidae,Cryptinae,Buathra,Buathra laborator,laborator
Hymenoptera,Ichneumonidae,Campopleginae,Diadegma,Diadegma majale,majale
Diptera,Syrphidae,Syrphinae,Platycheirus,Platycheirus lundbecki,lundbecki
Diptera,Chironomidae,Diamesinae,Diamesa,Diamesa geminata,geminata
Diptera,Chironomidae,Orthocladiinae,Cricotopus,Cricotopus patens,patens
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona malaisei,malaisei
Diptera,Chironomidae,Orthocladiinae,Cricotopus,Cricotopus nr. tristis,nr. tristis
Diptera,Chironomidae,Diamesinae,Diamesa,Diamesa simplex,simplex
Diptera,Muscidae,Azeliinae,Drymeia,Drymeia groenlandica,groenlandica
Diptera,Chironomidae,Diamesinae,Diamesa,Diamesa chorea,chorea
Diptera,Chironomidae,Orthocladiinae,Smittia,Smittia cf. extrema,cf. extrema
Diptera,Chironomidae,Orthocladiinae,Limnophyes,Limnophyes anderseni,anderseni
Diptera,Mycetophilidae,Mycetophilinae,Brevicornu,Brevicornu fuscipenne,fuscipenne
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona almqvistii,almqvistii
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona sanctipauli,sanctipauli
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona novaesibiriae,novaesibiriae
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona deflorata,deflorata
Hymenoptera,Ichneumonidae,Cryptinae,Acrolyta,Acrolyta glacialis,glacialis
Diptera,Mycetophilidae,Mycetophilinae,Exechia,Exechia micans,micans
Diptera,Anthomyiidae,Pegomyinae,Paradelia,Paradelia arctica,arctica
Diptera,Chironomidae,Orthocladiinae,Rheocricotopus,Rheocricotopus chapmani,chapmani
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona tundrae,tundrae
Hymenoptera,Ichneumonidae,Campopleginae,Hyposoter,Hyposoter frigidus,frigidus
Diptera,Scathophagidae,Scathophaginae,Scathophaga,Scathophaga apicalis,apicalis
Diptera,Anthomyiidae,Anthomyiinae,Fucellia,Fucellia pictipennis,pictipennis
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius priomixtus,priomixtus
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius gelidus,gelidus
Diptera,Calliphoridae,Chrysomyinae,Protophormia,Protophormia atriceps,atriceps
Diptera,Empididae,Empidinae,Rhamphomyia,Rhamphomyia filicauda,filicauda
Diptera,Anthomyiidae,Anthomyiinae,Delia,Delia echinata,echinata
Diptera,Agromyzidae,Phytomyzinae,Phytomyza,Phytomyza erigerontophaga,erigerontophaga
Diptera,Muscidae,Phaoniinae,Phaonia,Phaonia bidentata,bidentata
Hymenoptera,Ichneumonidae,Cryptinae,Cryptus,Cryptus arcticus,arcticus
Diptera,Syrphidae,Syrphinae,Platycheirus,Platycheirus groenlandicus,groenlandicus
Diptera,Tachinidae,Tachininae,Peleteria,Peleteria aenea,aenea
Diptera,Piophilidae,Piophilinae,Lasiopiophila,Lasiopiophila pilosa,pilosa
Hymenoptera,Ichneumonidae,Campopleginae,Hyposoter,Hyposoter deichmanni,deichmanni
Diptera,Tachinidae,Dexiinae,Periscepsia,Periscepsia stylata,stylata
Hymenoptera,Pteromalidae,Pteromalinae,Pachyneuron,Pachyneuron groenlandicum,groenlandicum
Diptera,Agromyzidae,Phytomyzinae,Phytomyza,Phytomyza aquilonia,aquilonia
Diptera,Chironomidae,Orthocladiinae,Tokunagaia,Tokunagaia rectangularis,rectangularis
Diptera,Syrphidae,Syrphinae,Platycheirus,Platycheirus carinatus,carinatus
Hymenoptera,Eulophidae,Tetrastichinae,Aprostocetus,Aprostocetus meltoftei,meltoftei
Hymenoptera,Braconidae,Microgastrinae,Microplitis,Microplitis lugubris,lugubris
Hymenoptera,Ichneumonidae,Metopiinae,Exochus,Exochus pullatus,pullatus
Diptera,Anthomyiidae,Anthomyiinae,Zaphne,Zaphne occidentalis,occidentalis
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona monacantha,monacantha
Diptera,Calliphoridae,Chrysomyinae,Protocalliphora,Protocalliphora tundrae,tundrae
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius frigidus,frigidus
Diptera,Chironomidae,Orthocladiinae,Tokunagaia,Tokunagaia cf. scutellata,cf. scutellata
Diptera,Agromyzidae,Phytomyzinae,Chromatomyia,Chromatomyia puccinelliae,puccinelliae
Diptera,Chironomidae,Orthocladiinae,Thienemanniella,Thienemanniella obscura,obscura
Hemiptera,Lygaeidae,Orsillinae,Nysius,Nysius groenlandicus,groenlandicus
Hymenoptera,Braconidae,Hormiinae,Hormius,Hormius moniliatus,moniliatus
Lepidoptera,Crambidae,Spilomelinae,Udea,Udea torvalis,torvalis
Lepidoptera,Noctuidae,Noctuinae,Euxoa,Euxoa adumbrata,adumbrata
Diptera,Anthomyiidae,Anthomyiinae,Egle,Egle groenlandica,groenlandica
Diptera,Tachinidae,Exoristinae,Exorista,Exorista thula,thula
Diptera,Mycetophilidae,Sciophilinae,Sciophila,Sciophila exserta,exserta
Diptera,Ceratopogonidae,Ceratopogoninae,Ceratopogon,Ceratopogon abstrusus,abstrusus
Diptera,Cecidomyiidae,Lestreminae,Neurolyga,Neurolyga ovata,ovata
Diptera,Scathophagidae,Scathophaginae,Scathophaga,Scathophaga nigripalpis,nigripalpis
Diptera,Phoridae,Metopininae,Megaselia,Megaselia arcticae,arcticae
Hymenoptera,Braconidae,Microgastrinae,Glyptapanteles,Glyptapanteles fulvipes,fulvipes
Hymenoptera,Braconidae,Microgastrinae,Protapanteles,Protapanteles fulvipes,fulvipes
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius rivicola,rivicola
Trichoptera,Apataniidae,Apataniinae,Apatania,Apatania forsslundi,forsslundi
Trichoptera,Apataniidae,Apataniinae,Apatania,Apatania zonella,zonella
Diptera,Chironomidae,Diamesinae,Diamesa,Diamesa hyperborea,hyperborea
Diptera,Chironomidae,Tanypodinae,Arctopelopia,Arctopelopia melanosoma,melanosoma
Diptera,Chironomidae,Orthocladiinae,Orthocladius,Orthocladius cf. wiensi,cf. wiensi
Diptera,Chironomidae,Orthocladiinae,Cricotopus,Cricotopus pilosellus,pilosellus
Diptera,Tipulidae,Tipulinae,Tipula,Tipula bergrothiana,bergrothiana
Hymenoptera,Apidae,Apinae,Bombus,Bombus kirbiellus,kirbiellus
Coleoptera,Carabidae,Harpalinae,Pterostichus,Pterostichus ventricosus,ventricosus
Lepidoptera,Nymphalidae,Satyrinae,Oeneis,Oeneis alpina,alpina
Diptera,Muscidae,Phaoniinae,Phaonia,Phaonia consobrina,consobrina
Diptera,Muscidae,Phaoniinae,Phaonia,Phaonia alpicola,alpicola
Diptera,Muscidae,Phaoniinae,Phaonia,Phaonia lugubris,lugubris
Diptera,Anthomyiidae,Pegomyinae,Eutrichota,Eutrichota pilimana,pilimana
Coleoptera,Carabidae,Carabinae,Carabus,Carabus chamissonis,chamissonis
Coleoptera,Carabidae,Carabinae,Carabus,Carabus truncaticollis,truncaticollis
Coleoptera,Carabidae,Harpalinae,Agonum,Agonum quinquepunctatum,quinquepunctatum
Coleoptera,Carabidae,Harpalinae,Amara,Amara alpina,alpina
Hymenoptera,Formicidae,Formicinae,Formica,Formica fusca complex,fusca complex
Lepidoptera,Tortricidae,Tortricinae,Clepsis,Clepsis persicana,persicana
Lepidoptera,Gelechiidae,Gelechiinae,Chionodes,Chionodes sattleri,sattleri
Hymenoptera,Apidae,Apinae,Bombus,Bombus sylvicola,sylvicola
Lepidoptera,Tortricidae,Olethreutinae,Gypsonoma,Gypsonoma salicicolana,salicicolana
Lepidoptera,Tortricidae,Olethreutinae,Gypsonoma,Gypsonoma nebulosana,nebulosana
Diptera,Tipulidae,Tipulinae,Nephrotoma,Nephrotoma altissima,altissima
Diptera,Syrphidae,Eristalinae,Volucella,Volucella bombylans,bombylans
Hymenoptera,Colletidae,Hylaeinae,Hylaeus,Hylaeus annulatus,annulatus
Diptera,Muscidae,Coenosiinae,Limnophora,Limnophora rotundata,rotundata
Hymenoptera,Megachilidae,Megachilinae,Megachile,Megachile giliae,giliae
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona griseola,griseola
Coleoptera,Carabidae,Harpalinae,Pterostichus,Pterostichus brevicornis,brevicornis
Diptera,Muscidae,Phaoniinae,Phaonia,Phaonia savonoskii,savonoskii
Diptera,Muscidae,Phaoniinae,Helina,Helina evecta,evecta
Diptera,Simuliidae,Simuliinae,Helodon,Helodon decemarticulatus,decemarticulatus
Diptera,Muscidae,Phaoniinae,Helina,Helina flavisquama,flavisquama
Diptera,Muscidae,Phaoniinae,Helina,Helina fulvisquama,fulvisquama
Diptera,Muscidae,Coenosiinae,Coenosia,Coenosia verralli,verralli
Lepidoptera,Gracillariidae,Gracillariinae,Micrurapteryx,Micrurapteryx occulta,occulta
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona sororcula,sororcula
Diptera,Chironomidae,Orthocladiinae,Smittia,Smittia aterrima,aterrima
Lepidoptera,Tortricidae,Olethreutinae,Epinotia,Epinotia crenana,crenana
Hymenoptera,Megachilidae,Megachilinae,Hoplitis,Hoplitis robusta,robusta
Hymenoptera,Andrenidae,Andreninae,Andrena,Andrena fucata,fucata
Lepidoptera,Gracillariidae,Lithocolletinae,Phyllonorycter,Phyllonorycter anderidae,anderidae
Diptera,Hybotidae,Hybotinae,Bicellaria,Bicellaria furcifer,furcifer
Diptera,Empididae,Empidinae,Rhamphomyia,Rhamphomyia debilis grp.,debilis grp.
Diptera,Hybotidae,Hybotinae,Bicellaria,Bicellaria bisetosa,bisetosa
Diptera,Hybotidae,Tachydromiinae,Platypalpus,Platypalpus nr. hyaenoides,nr. hyaenoides
Diptera,Pipunculidae,Chalarinae,Chalarus,Chalarus decorus,decorus
Diptera,Muscidae,Azeliinae,Hydrotaea,Hydrotaea scambus,scambus
Diptera,Tachinidae,Exoristinae,Phebellia,Phebellia trichiosomae,trichiosomae
Diptera,Anthomyiidae,Anthomyiinae,Lasiomma,Lasiomma cuneicorne,cuneicorne
Diptera,Phoridae,Metopininae,Megaselia,Megaselia eccoptomera,eccoptomera
Diptera,Phoridae,Metopininae,Megaselia,Megaselia rufipes,rufipes
Diptera,Phoridae,Metopininae,Megaselia,Megaselia tecticauda,tecticauda
Diptera,Phoridae,Metopininae,Megaselia,Megaselia brejchaorum,brejchaorum
Diptera,Phoridae,Metopininae,Megaselia,Megaselia lucifrons,lucifrons
Diptera,Mycetophilidae,Mycetophilinae,Mycetophila,Mycetophila perpallida,perpallida
Diptera,Mycetophilidae,Mycomyinae,Mycomya,Mycomya nitida,nitida
Lepidoptera,Gelechiidae,Gelechiinae,Filatima,Filatima obscuroocelella,obscuroocelella
Diptera,Muscidae,Coenosiinae,Coenosia,Coenosia pumila,pumila
Diptera,Drosophilidae,Drosophilinae,Chymomyza,Chymomyza caudatula,caudatula
Diptera,Dolichopodidae,Dolichopodinae,Dolichopus,Dolichopus nigrilineatus,nigrilineatus
Coleoptera,Ptinidae,Dorcatominae,Caenocara,Caenocara scymnoides,scymnoides
Coleoptera,Cantharidae,Cantharinae,Rhagonycha,Rhagonycha mandibularis,mandibularis
Diptera,Asilidae,Dasypogoninae,Lasiopogon,Lasiopogon canus,canus
Lepidoptera,Gracillariidae,Lithocolletinae,Phyllonorycter,Phyllonorycter rolandi,rolandi
Diptera,Fanniidae,Fanniinae,Fannia,Fannia scyphocerca,scyphocerca
Diptera,Fanniidae,Fanniinae,Fannia,Fannia nr. ungulata,nr. ungulata
Diptera,Fanniidae,Fanniinae,Fannia,Fannia ungulata,ungulata
Diptera,Muscidae,Coenosiinae,Coenosia,Coenosia atritibia,atritibia
Diptera,Empididae,Empidinae,Rhamphomyia,Rhamphomyia clavigera grp.,clavigera grp.
Diptera,Phoridae,Metopininae,Megaselia,Megaselia giraudii,giraudii
Diptera,Phoridae,Metopininae,Megaselia,Megaselia subpalpalis,subpalpalis
Diptera,Mycetophilidae,Mycetophilinae,Exechia,Exechia similis,similis
Hymenoptera,Megachilidae,Megachilinae,Osmia,Osmia maritima,maritima
Diptera,Muscidae,Phaoniinae,Helina,Helina longicornis,longicornis
Diptera,Anisopodidae,Anisopodinae,Sylvicola,Sylvicola fuscatus,fuscatus
Diptera,Micropezidae,Calobatinae,Compsobata,Compsobata kennicotti,kennicotti
Diptera,Muscidae,Coenosiinae,Coenosia,Coenosia morrisoni,morrisoni
Coleoptera,Staphylinidae,Omaliinae,Phloeostiba,Phloeostiba lapponica,lapponica
Diptera,Sciomyzidae,Sciomyzinae,Pherbellia,Pherbellia tenuipes,tenuipes
Diptera,Chironomidae,Orthocladiinae,Paraphaenocladius,Paraphaenocladius cf. nasthecus,cf. nasthecus
Diptera,Fanniidae,Fanniinae,Fannia,Fannia lugubrina,lugubrina
Diptera,Mycetophilidae,Sciophilinae,Sciophila,Sciophila karelica,karelica
Diptera,Muscidae,Mydaeinae,Mydaea,Mydaea nr. furtiva,nr. furtiva
Diptera,Syrphidae,Syrphinae,Platycheirus,Platycheirus yukonensis,yukonensis
Lepidoptera,Nymphalidae,Satyrinae,Erebia,Erebia lafontainei,lafontainei
Diptera,Chironomidae,Orthocladiinae,Pseudorthocladius,Pseudorthocladius curtistylus,curtistylus
Lepidoptera,Nepticulidae,Nepticulinae,Stigmella,Stigmella betulicola,betulicola
Coleoptera,Cantharidae,Cantharinae,Podabrus,Podabrus lapponicus,lapponicus
Hymenoptera,Apidae,Apinae,Bombus,Bombus flavifrons,flavifrons
Diptera,Muscidae,Coenosiinae,Spilogona,Spilogona arctica,arctica
Hymenoptera,Apidae,Nomadinae,Nomada,Nomada panzeri,panzeri
Diptera,Muscidae,Azeliinae,Hydrotaea,Hydrotaea meteorica,meteorica
Diptera,Fanniidae,Fanniinae,Fannia,Fannia hirticeps,hirticeps
